group,policy,run_dir,checkpoint,anchor_source,anchor_seed,branch_index,future_seed,final_cumulative_return,annualized_return,annualized_volatility,max_drawdown,average_turnover
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,4,10404,0.3618152989984731,0.3618152989984711,0.15468797930805692,0.08719016849236316,0.34647120308825774
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,5,10505,0.524445628029957,0.5244456280299585,0.15347209606834966,0.08615659914903924,0.3664837002547251
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,6,10606,-0.0907342992853708,-0.09073429928537102,0.16671995783956137,0.2665199918043281,0.41481409451022505
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,7,10707,0.5093219640396107,0.509321964039614,0.1323602464651253,0.12277163808590476,0.33565957560425713
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,8,10808,0.11188152132713358,0.1118815213271338,0.15031852546361074,0.11358128228822707,0.4078917694795463
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,9,10909,0.2227034310245397,0.2227034310245426,0.13478389999028442,0.11579009374364643,0.28215562107987585
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,10,11010,0.4446750937916022,0.44467509379160486,0.1189056659200664,0.11390716931279704,0.29543546101610574
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,11,11111,-0.09282413891807118,-0.09282413891807118,0.11734672746507364,0.1987852462917697,0.25571329508804613
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,12,11212,0.4762401250926882,0.47624012509269,0.14498954494255858,0.1025094113382904,0.35118784763598965
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,13,11313,0.45710323466172764,0.45710323466172986,0.136726809466046,0.13395970315578842,0.30521033202031894
