policy,run_dir,checkpoint,branch_index,final_cumulative_return,annualized_return,annualized_volatility,max_drawdown,average_turnover,average_constraint_cost,average_allocation_constraint_1_weight,average_allocation_constraint_2_weight,average_allocation_constraint_1_violation_cost,average_allocation_constraint_2_violation_cost,average_allocation_constraint_raw_cost,average_allocation_constraint_cost
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,1,0.5845804214477539,0.5845785902407403,0.16401134182629504,0.10417890548706055,0.013315373100340366,0.0004535139596555382,0.955167829990387,0.5540086030960083,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,2,0.40229547023773193,0.40229677213387527,0.14536267807587808,0.10265754163265228,0.011254717595875263,0.00033283286029472947,0.9571925401687622,0.5538709163665771,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,3,0.2650117874145508,0.26501201250538786,0.1848550583158873,0.14667513966560364,0.0127640999853611,0.00012751993199344724,0.9586024284362793,0.5538406372070312,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,4,0.17099285125732422,0.1709929347524799,0.19729732251118562,0.1880330592393875,0.014288445003330708,4.665411779569695e-06,0.9593610167503357,0.5537492632865906,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,5,0.6096106767654419,0.6096105493361823,0.17272632450638356,0.13129054009914398,0.01300792209804058,0.0006353867356665432,0.9569126963615417,0.5539156198501587,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,6,0.44332051277160645,0.4433206668351375,0.1892804391043009,0.0825904831290245,0.014059517532587051,0.0014317512977868319,0.9591742753982544,0.5537405014038086,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,7,0.025846362113952637,0.02584624867011831,0.16468936403702378,0.1603153496980667,0.015150131657719612,0.0006720809615217149,0.9513823390007019,0.5543708801269531,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,8,0.13102960586547852,0.13103011873740011,0.18004639487308013,0.17619958519935608,0.013014009222388268,0.004257463850080967,0.9589528441429138,0.5537704229354858,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,9,0.06907379627227783,0.06907304985184615,0.11345118521114726,0.10157090425491333,0.011233920231461525,0.0001533810282126069,0.9539011120796204,0.5542188286781311,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,10,-0.047900617122650146,-0.04790088577011664,0.2005434493885077,0.2228608876466751,0.014463106170296669,0.0017275753198191524,0.9553920030593872,0.5540978908538818,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,11,-0.060386598110198975,-0.060386384342849264,0.16306442299384555,0.2827388048171997,0.0142903383821249,0.00860390905290842,0.955173909664154,0.55410236120224,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,12,-0.06414985656738281,-0.0641504644596177,0.1793134933870145,0.23398858308792114,0.013762771151959896,0.0015229986747726798,0.9539626240730286,0.5541926026344299,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,13,0.015277981758117676,0.015276768227948878,0.1664525233843843,0.10520811378955841,0.014280282892286777,0.0001858333998825401,0.9565998911857605,0.5539615154266357,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,14,0.015043973922729492,0.015043017729375885,0.18085530238137287,0.21216855943202972,0.01537314523011446,0.000818930915556848,0.9550120234489441,0.5540762543678284,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,15,0.002306222915649414,0.0023063657099657853,0.1480516147245103,0.12066946178674698,0.013625041581690311,0.0009197640465572476,0.9549618363380432,0.5540979504585266,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,16,0.3786020278930664,0.3786010449078099,0.1559186741614963,0.12277942150831223,0.01211483869701624,0.0229484960436821,0.958234965801239,0.5538135170936584,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,17,0.15496468544006348,0.15496593091369126,0.2011534195237042,0.11956631392240524,0.012752723880112171,0.0033045692835003138,0.9556442499160767,0.5539624094963074,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,18,0.32532286643981934,0.3253234338718356,0.19598610404953992,0.17231962084770203,0.013971659354865551,0.009986710734665394,0.9581016898155212,0.5538088083267212,0.0,0.0,0.0,0.0
RCPO Gaussian,C:\Users\miaoj\Desktop\RCPO in trading\runs\simplex_v2.1_rcpo_none_20260620_144107\seed_0,checkpoint_best.pt,19,0.29135942459106445,0.2913590226960925,0.13658146178762434,0.07093334197998047,0.012040473520755768,4.491138315643184e-05,0.9541240930557251,0.5541226863861084,0.0,0.0,0.0,0.0
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,0,0.1603468656539917,0.16034694365455948,0.19594479675016188,0.13738183677196503,0.6117308735847473,0.0012334539787843823,0.6804080605506897,0.7546053528785706,0.01935422606766224,0.005314853508025408,0.02466907911002636,0.0012334539787843823
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,1,0.7281726598739624,0.7281727876819089,0.18647875747891243,0.10082459449768066,0.6833460927009583,0.0021786217112094164,0.6874157190322876,0.750616729259491,0.031221138313412666,0.012351292185485363,0.043572425842285156,0.0021786217112094164
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,2,0.49446427822113037,0.4944647212207134,0.16267533011445,0.08158299326896667,0.6959728598594666,0.0018395866500213742,0.6933650374412537,0.7530036568641663,0.02669212967157364,0.010099605657160282,0.036791734397411346,0.0018395866500213742
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,3,0.21746587753295898,0.21746548256291853,0.2100177235079152,0.22209489345550537,0.6200225949287415,0.001794221461750567,0.6746705174446106,0.7447489500045776,0.025593196973204613,0.010291232727468014,0.03588442876935005,0.001794221461750567
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,4,0.23855674266815186,0.23855777687358848,0.21096251340295935,0.16889744997024536,0.5853990912437439,0.001527843065559864,0.6560384035110474,0.7266538143157959,0.02290927805006504,0.007647579535841942,0.03055685944855213,0.001527843065559864
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,5,0.5849113464355469,0.584910862266764,0.18633991823465362,0.11641716212034225,0.6143857836723328,0.00201660324819386,0.670238196849823,0.7392223477363586,0.028210731223225594,0.012121336534619331,0.040332067757844925,0.00201660324819386
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,6,0.4404059648513794,0.4404053054264998,0.21244202140963733,0.08752056956291199,0.6484339833259583,0.0022408016957342625,0.6756945252418518,0.7441371083259583,0.03039819560945034,0.014417835511267185,0.0448160283267498,0.0022408016957342625
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,7,-0.15529567003250122,-0.15529599260650195,0.18388201564736015,0.29411581158638,0.7132933139801025,0.0013762139715254307,0.7101556062698364,0.7733839154243469,0.022076159715652466,0.005448120180517435,0.027524279430508614,0.0013762139715254307
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,8,0.26010453701019287,0.2601038571575258,0.1948720784150611,0.21044303476810455,0.701912522315979,0.0017868414288386703,0.6911701560020447,0.7515577673912048,0.02642931044101715,0.009307516738772392,0.035736825317144394,0.0017868414288386703
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,9,0.010237932205200195,0.010237708872364637,0.12905291818237025,0.18938510119915009,0.5832827091217041,0.0011544845765456557,0.6653587818145752,0.7397475838661194,0.019270608201622963,0.003819083794951439,0.023089688271284103,0.0011544845765456557
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,10,-0.08843237161636353,-0.0884333292618471,0.23054736259307404,0.22744810581207275,0.6640108227729797,0.0018049352802336216,0.6836064457893372,0.748599112033844,0.026594555005431175,0.009504148736596107,0.03609870746731758,0.0018049352802336216
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,11,-0.0470658540725708,-0.047064961394754246,0.16785998755789505,0.21853521466255188,0.6859078407287598,0.0016984562389552593,0.6954163908958435,0.7577196955680847,0.0242311954498291,0.009737927466630936,0.03396912291646004,0.0016984562389552593
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,12,-0.2563092112541199,-0.25630952517418537,0.18403033161993013,0.2997358441352844,0.770809531211853,0.0016584825934842229,0.7187572717666626,0.774728536605835,0.024890059605240822,0.008279592730104923,0.03316965326666832,0.0016584825934842229
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,13,0.005468606948852539,0.005468963947680372,0.190808114319774,0.14849625527858734,0.7280577421188354,0.0022044111974537373,0.6995302438735962,0.7583380937576294,0.031015388667583466,0.013072837144136429,0.044088225811719894,0.0022044111974537373
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,14,-0.004209995269775391,-0.00421141399447067,0.2059610184978087,0.2747184634208679,0.7561501264572144,0.00213087466545403,0.7103005051612854,0.7673590183258057,0.03066021390259266,0.011957276612520218,0.042617492377758026,0.00213087466545403
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,15,-0.08679920434951782,-0.08679936814408962,0.15904899571454204,0.15642939507961273,0.606552004814148,0.0012230111751705408,0.6772138476371765,0.7507192492485046,0.019762365147471428,0.0046978602185845375,0.02446022257208824,0.0012230111751705408
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,16,0.358209490776062,0.358209929434677,0.1727886402783515,0.10529189556837082,0.7839507460594177,0.0023488756269216537,0.7117347717285156,0.7667103409767151,0.0347169004380703,0.012260611169040203,0.046977512538433075,0.0023488756269216537
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,17,0.08052170276641846,0.08052184412413776,0.2001006156239156,0.16721202433109283,0.6712046265602112,0.002043111715465784,0.6837641596794128,0.7472644448280334,0.029043743386864662,0.011818489991128445,0.04086223244667053,0.002043111715465784
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,18,0.26063501834869385,0.2606348740277884,0.22311386717239454,0.21163789927959442,0.7024457454681396,0.002189948922023177,0.6857661604881287,0.7457555532455444,0.03084133192896843,0.012957642786204815,0.04379897564649582,0.002189948922023177
RCPO Allocation Penalty,C:\Users\miaoj\Desktop\RCPO in trading\runs\rcpo_allocation_penalty_rcpo_none_20260630_141127\seed_0,checkpoint_best.pt,19,0.22406768798828125,0.22406736329064936,0.15715301432795023,0.08773405849933624,0.5738004446029663,0.001104986877180636,0.6673589944839478,0.7405949234962463,0.018361512571573257,0.0037382275331765413,0.02209973707795143,0.001104986877180636
